Type,Localisation,Latitude,Longitude,Title,Price in DH,Tags,Tags_length,Area in m²,Rooms,Bedrooms,Bathrooms,Condition,Floor,House Age in ans
Maisons Casablanca,Sidi Maarouf à Casablanca,33.51821300640254,-7.644338607788086,Très bel maison avendre R+4+cave Neuf à sidi maarof,2750000.0,"['320 m²', '8 Pièces', '5 Chambres', '5 Salles de bains', 'Bon état', '1-5 ans']",6,320.0,8.0,5.0,5.0,Bon état,3.0,3
Appartements Casablanca,Oulfa à Casablanca,33.56170473792227,-7.630379283521052,Appartement en très bon état vendre,640000.0,"['74 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']",7,74.0,3.0,2.0,2.0,Bon état,3.0,15
Appartements Casablanca,Oulfa à Casablanca,33.56170473792227,-7.630379283521052,Appartement en Vente à Casablanca OULFA,320000.0,"['50 m²', '1 Pièce', '2 Chambres', '1 Salle de bain', 'Nouveau', '1-5 ans']",7,50.0,4.682934712346477,2.0,1.0,Nouveau,3.0,3
Appartements Casablanca,La Gironde à Casablanca,33.58505803848486,-7.601637840270996,Bel Appartement a vendre a Casablanca,1150000.0,"['109 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '3ème étage']",7,109.0,4.0,3.0,2.0,Bon état,3.0,7
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Villa à vendre à californie,8000000.0,"['510 m²', '13 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans']",6,510.0,13.0,4.0,3.0,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.56170473792227,-7.630379283521052,Bel Appartement de 176m2 racine,4000000.0,"['176 m²', '6 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '5ème étage']",7,176.0,6.0,3.0,3.0,Bon état,5.0,15
Appartements Casablanca,Bourgogne Est à Casablanca,33.6008128653725,-7.636478394269829,Appartement en vente à Bourgogne,10000.0,"['172 m²', '7 Pièces', '5 Chambres', '2 Salles de bains', 'Bon état', '5ème étage']",6,172.0,7.0,5.0,2.0,Bon état,5.0,15
Appartements Casablanca,Racine à Casablanca,33.56170473792227,-7.630379283521052,Vente magnifique appartement 180m² Racine,3600000.0,"['180 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']",5,180.0,5.0,3.0,2.0,Bon état,3.0,15
Appartements Casablanca,Les princesses à Casablanca,33.56170473792227,-7.630379283521052,Résidence Neuve Haut Standing Appts ~110m²,2150000.0,"['108 m²', '6 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '4ème étage']",7,108.0,6.0,2.0,2.0,Nouveau,4.0,0
Appartements Casablanca,Al Qods à Casablanca,33.614709365249574,-7.484031200000004,Appartement à vendre à Al Qods. 2 chambres. Garage et terrasse,820000.0,"['89 m²', '2 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans']",6,89.0,2.0,2.0,2.0,Bon état,3.0,7
Appartements Casablanca,Ferme Bretonne (Hay Arraha) à Casablanca,33.5608510182527,-7.647085189819336,Résidence Neuve Haut Standing Apts & Duplex ~160m²,2500000.0,"['150 m²', '8 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', ""Moins d'un an""]",6,150.0,8.0,3.0,3.0,Nouveau,3.0,0
Appartements Casablanca,Ferme Bretonne (Hay Arraha) à Casablanca,33.5608510182527,-7.647085189819336,Magnifiques Appts & Duplexes FERME BRETONNE,2500000.0,"['132 m²', '8 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '4ème étage']",7,132.0,8.0,3.0,2.0,Nouveau,4.0,0
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.57751418572474,-7.664079666137695,Good deal villa 972m² plein sud longchamps,13500000.0,"['972 m²', '12 Pièces', '4 Chambres', '4 Salles de bains', 'À rénover', '20-30 ans']",6,972.0,12.0,4.0,4.0,À rénover,3.0,25
Appartements Casablanca,Racine à Casablanca,33.591362294665075,-7.63751877846488,Vend appartement de 3 ch. sur 112m² en plein racine (Top Situation).,2200000.0,"['112 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '5ème étage']",7,112.0,4.0,3.0,3.0,Bon état,5.0,15
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Studio à vendre à Maarif ext Forat,950000.0,"['55 m²', '1 Pièce', '1 Chambre', '1 Salle de bain', 'Bon état', '1-5 ans', '2ème étage']",8,55.0,4.682934712346477,1.0,1.0,Bon état,3.0,3
Appartements Casablanca,Maârif à Casablanca,33.58891909184202,-7.635154724121037,Superbe Duplex quartier Racine,4900000.0,"['318 m²', '7 Pièces', '5 Chambres', '4 Salles de bains', 'Bon état', '1-5 ans', '3ème étage']",7,318.0,7.0,5.0,4.0,Bon état,3.0,3
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.57751418572474,-7.664079666137695,Vente villa de luxe moderne à Longchamps,16000000.0,"['525 m²', '7 Pièces', '4 Chambres', '6 Salles de bains', 'Nouveau', ""Moins d'un an""]",6,525.0,7.0,4.0,6.0,Nouveau,3.0,0
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,À vendre une luxueuse villa très moderne à Californie avec 6 chambres piscine et un grand jardin,4558824.761494253,"['1850 m²', '10 Pièces', '6 Chambres', '7 Salles de bains', 'Nouveau', '1-5 ans']",6,1850.0,10.0,6.0,7.0,Nouveau,3.0,3
Appartements Casablanca,Quartier Cheminots à Casablanca,33.60196674334238,-7.603354454040527,"Superbe appartement à vendre à Quartier Cheminots. Surface totale 82 m². Antenne parabolique, résidence sécurisée",4558824.761494253,"['82 m²', '6 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '1er étage']",6,82.0,6.0,2.0,1.0,Bon état,1.0,15
Appartements Casablanca,Oulfa à Casablanca,33.56170473792227,-7.630379283521052,Appartement en vente à Oulfa. 2 chambres agréables. Cuisine équipée,500000.0,"['57 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '1er étage']",7,57.0,3.0,2.0,2.0,Bon état,1.0,3
Appartements Casablanca,Oulfa à Casablanca,33.54566061560706,-7.697866950184107,Vend appartement à allience darna oulfa. Surface totale 52 m². Porte blindée,300000.0,"['52 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '1-5 ans']",6,52.0,3.0,2.0,1.0,Bon état,3.0,3
Appartements Casablanca,Triangle d'Or à Casablanca,33.56170473792227,-7.630379283521052,Appartement triangle d'or,4200000.0,"['204 m²', '4 Pièces', '3 Chambres', '3 Salles de bains']",4,204.0,4.0,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Sidi Maarouf à Casablanca,33.56170473792227,-7.630379283521052,Apprt à vendre se trouvé à moustakbale,370000.0,"['55 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '4ème étage']",6,55.0,3.0,2.0,2.0,Bon état,4.0,15
Appartements Casablanca,Mers Sultan à Casablanca,32.34023266790936,-7.437744140625,Appartement à vendre centre ville 4ème étage,1000000.0,"['71 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '4ème étage']",6,71.0,4.0,2.0,1.0,Bon état,4.0,15
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Luxueux Appartement à Vendre sur Maarif Extention,2500000.0,"['161 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '3ème étage']",6,161.0,3.0,2.0,2.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.56170473792227,-7.630379283521052,Incroyable Villa Moderne à vendre à Ain Diab,11950000.0,"['567 m²', '10 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état']",5,567.0,10.0,4.0,4.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Belle Villa en vente á Ain Diab,9500000.0,"['414 m²', '10 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']",6,414.0,10.0,4.0,4.0,Bon état,3.0,15
Appartements Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Bel Appartement spacieux à vendre en Californie,1780000.0,"['110 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5ème étage']",6,110.0,4.0,3.0,2.0,Bon état,5.0,15
Maisons Casablanca,Oulfa à Casablanca,33.54541862997427,-7.677565813064803,Maison a vendre,2500000.0,"['83 m²', '7 Pièces', '3 Chambres', '4 Salles de bains', 'Bon état', '5-10 ans']",6,83.0,7.0,3.0,4.0,Bon état,3.0,7
Appartements Casablanca,Hay Mohammadi à Casablanca,33.56170473792227,-7.630379283521052,Vend appartement à Hay Mohammadi. Superficie 98 m². Belle terrasse.,660000.0,"['98 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '20-30 ans', '1er étage']",7,98.0,3.0,2.0,1.0,Bon état,1.0,25
Appartements Casablanca,Gauthier à Casablanca,33.56170473792227,-7.630379283521052,Gauthier vente appartement balcon 200 m²,3000000.0,"['200 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']",5,200.0,4.0,3.0,2.0,Bon état,3.0,15
Appartements Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Appartement 2 ch 100 m2 Rés. Du Lac Californie,1300000.0,"['100 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']",7,100.0,4.0,2.0,2.0,Bon état,3.0,15
Appartements Casablanca,Al Qods à Casablanca,33.621315100000004,-7.485869500000007,Vend appartement à Al Qods. Surface de 76 m². Ascenseur et garage,720000.0,"['76 m²', '4 Pièces', '3 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '4ème étage']",7,76.0,4.0,3.0,1.0,Bon état,4.0,7
Maisons Casablanca,Sidi Maarouf à Casablanca,33.51821300640254,-7.644338607788086,Très bel maison avendre R+4+cave Neuf à sidi maarof,2750000.0,"['320 m²', '8 Pièces', '5 Chambres', '5 Salles de bains', 'Bon état', '1-5 ans']",6,320.0,8.0,5.0,5.0,Bon état,3.0,3
Appartements Casablanca,Oulfa à Casablanca,33.56170473792227,-7.630379283521052,Appartement en très bon état vendre,640000.0,"['74 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']",7,74.0,3.0,2.0,2.0,Bon état,3.0,15
Appartements Casablanca,Oulfa à Casablanca,33.56170473792227,-7.630379283521052,Appartement en Vente à Casablanca OULFA,320000.0,"['50 m²', '1 Pièce', '2 Chambres', '1 Salle de bain', 'Nouveau', '1-5 ans']",7,50.0,4.682934712346477,2.0,1.0,Nouveau,3.0,3
Appartements Casablanca,La Gironde à Casablanca,33.56170473792227,-7.630379283521052,Bel Appartement a vendre a Casablanca,1150000.0,"['109 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '3ème étage']",7,109.0,4.0,3.0,2.0,Bon état,3.0,7
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa à vendre à californie,8000000.0,"['510 m²', '13 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans']",6,510.0,13.0,4.0,3.0,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Bel Appartement de 176m2 racine,4000000.0,"['176 m²', '6 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '5ème étage']",7,176.0,6.0,3.0,3.0,Bon état,5.0,15
Appartements Casablanca,Bourgogne Est à Casablanca,33.6008128653725,-7.636478394269829,Appartement en vente à Bourgogne,10000.0,"['172 m²', '7 Pièces', '5 Chambres', '2 Salles de bains', 'Bon état', '5ème étage']",6,172.0,7.0,5.0,2.0,Bon état,5.0,15
Appartements Casablanca,Racine à Casablanca,33.56170473792227,-7.630379283521052,Vente magnifique appartement 180m² Racine,3600000.0,"['180 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']",5,180.0,5.0,3.0,2.0,Bon état,3.0,15
Appartements Casablanca,Les princesses à Casablanca,33.57154299116339,-7.636313438415527,Résidence Neuve Haut Standing Appts ~110m²,2150000.0,"['108 m²', '6 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '4ème étage']",7,108.0,6.0,2.0,2.0,Nouveau,4.0,0
Appartements Casablanca,Al Qods à Casablanca,33.614709365249574,-7.484031200000004,Appartement à vendre à Al Qods. 2 chambres. Garage et terrasse,820000.0,"['89 m²', '2 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans']",6,89.0,2.0,2.0,2.0,Bon état,3.0,7
Appartements Casablanca,Ferme Bretonne (Hay Arraha) à Casablanca,33.5608510182527,-7.647085189819336,Résidence Neuve Haut Standing Apts & Duplex ~160m²,2500000.0,"['150 m²', '8 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', ""Moins d'un an""]",6,150.0,8.0,3.0,3.0,Nouveau,3.0,0
Appartements Casablanca,Ferme Bretonne (Hay Arraha) à Casablanca,33.5608510182527,-7.647085189819336,Magnifiques Appts & Duplexes FERME BRETONNE,2500000.0,"['132 m²', '8 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '4ème étage']",7,132.0,8.0,3.0,2.0,Nouveau,4.0,0
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.57751418572474,-7.664079666137695,Good deal villa 972m² plein sud longchamps,13500000.0,"['972 m²', '12 Pièces', '4 Chambres', '4 Salles de bains', 'À rénover', '20-30 ans']",6,972.0,12.0,4.0,4.0,À rénover,3.0,25
Appartements Casablanca,Racine à Casablanca,33.591362294665075,-7.63751877846488,Vend appartement de 3 ch. sur 112m² en plein racine (Top Situation).,2200000.0,"['112 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '5ème étage']",7,112.0,4.0,3.0,3.0,Bon état,5.0,15
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Studio à vendre à Maarif ext Forat,950000.0,"['55 m²', '1 Pièce', '1 Chambre', '1 Salle de bain', 'Bon état', '1-5 ans', '2ème étage']",8,55.0,4.682934712346477,1.0,1.0,Bon état,3.0,3
Appartements Casablanca,Maârif à Casablanca,33.58891909184202,-7.635154724121037,Superbe Duplex quartier Racine,4900000.0,"['318 m²', '7 Pièces', '5 Chambres', '4 Salles de bains', 'Bon état', '1-5 ans', '3ème étage']",7,318.0,7.0,5.0,4.0,Bon état,3.0,3
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.56170473792227,-7.630379283521052,Vente villa de luxe moderne à Longchamps,16000000.0,"['525 m²', '7 Pièces', '4 Chambres', '6 Salles de bains', 'Nouveau', ""Moins d'un an""]",6,525.0,7.0,4.0,6.0,Nouveau,3.0,0
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,À vendre une luxueuse villa très moderne à Californie avec 6 chambres piscine et un grand jardin,4558824.761494253,"['1850 m²', '10 Pièces', '6 Chambres', '7 Salles de bains', 'Nouveau', '1-5 ans']",6,1850.0,10.0,6.0,7.0,Nouveau,3.0,3
Appartements Casablanca,Quartier Cheminots à Casablanca,33.60196674334238,-7.603354454040527,"Superbe appartement à vendre à Quartier Cheminots. Surface totale 82 m². Antenne parabolique, résidence sécurisée",4558824.761494253,"['82 m²', '6 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '1er étage']",6,82.0,6.0,2.0,1.0,Bon état,1.0,15
Appartements Casablanca,Oulfa à Casablanca,33.56170473792227,-7.630379283521052,Appartement en vente à Oulfa. 2 chambres agréables. Cuisine équipée,500000.0,"['57 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '1er étage']",7,57.0,3.0,2.0,2.0,Bon état,1.0,3
Appartements Casablanca,Oulfa à Casablanca,33.54566061560706,-7.697866950184107,Vend appartement à allience darna oulfa. Surface totale 52 m². Porte blindée,300000.0,"['52 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '1-5 ans']",6,52.0,3.0,2.0,1.0,Bon état,3.0,3
Appartements Casablanca,Triangle d'Or à Casablanca,33.56170473792227,-7.630379283521052,Appartement triangle d'or,4200000.0,"['204 m²', '4 Pièces', '3 Chambres', '3 Salles de bains']",4,204.0,4.0,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Sidi Maarouf à Casablanca,33.56170473792227,-7.630379283521052,Apprt à vendre se trouvé à moustakbale,370000.0,"['55 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '4ème étage']",6,55.0,3.0,2.0,2.0,Bon état,4.0,15
Appartements Casablanca,Mers Sultan à Casablanca,32.34023266790936,-7.437744140625,Appartement à vendre centre ville 4ème étage,1000000.0,"['71 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '4ème étage']",6,71.0,4.0,2.0,1.0,Bon état,4.0,15
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Luxueux Appartement à Vendre sur Maarif Extention,2500000.0,"['161 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '3ème étage']",6,161.0,3.0,2.0,2.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Incroyable Villa Moderne à vendre à Ain Diab,11950000.0,"['567 m²', '10 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état']",5,567.0,10.0,4.0,4.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.56170473792227,-7.630379283521052,Belle Villa en vente á Ain Diab,9500000.0,"['414 m²', '10 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']",6,414.0,10.0,4.0,4.0,Bon état,3.0,15
Appartements Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Bel Appartement spacieux à vendre en Californie,1780000.0,"['110 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5ème étage']",6,110.0,4.0,3.0,2.0,Bon état,5.0,15
Maisons Casablanca,Oulfa à Casablanca,33.54541862997427,-7.677565813064803,Maison a vendre,2500000.0,"['83 m²', '7 Pièces', '3 Chambres', '4 Salles de bains', 'Bon état', '5-10 ans']",6,83.0,7.0,3.0,4.0,Bon état,3.0,7
Appartements Casablanca,Hay Mohammadi à Casablanca,33.56170473792227,-7.630379283521052,Vend appartement à Hay Mohammadi. Superficie 98 m². Belle terrasse.,660000.0,"['98 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '20-30 ans', '1er étage']",7,98.0,3.0,2.0,1.0,Bon état,1.0,25
Appartements Casablanca,Gauthier à Casablanca,33.58891909184207,-7.628674507141113,Gauthier vente appartement balcon 200 m²,3000000.0,"['200 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']",5,200.0,4.0,3.0,2.0,Bon état,3.0,15
Appartements Casablanca,El Manar - El Hank à Casablanca,33.609485874664365,-7.6515117384549,Vend appartement à El Manar El Hank. Superficie 96 m². Avec ascenseur,1100000.0,"['96 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '4ème étage']",7,96.0,4.0,2.0,1.0,Bon état,4.0,7
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Superbe appartement à vendre à Maarif Extension,3200000.0,"['175 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '1er étage']",6,175.0,4.0,3.0,2.0,Bon état,1.0,15
Appartements Casablanca,Derb Ghalef à Casablanca,33.56170473792227,-7.630379283521052,Studio vide Luxe 45m2 à Bd Abdelmoumen enface Tram,4558824.761494253,"['45 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '1-5 ans', '2ème étage']",7,45.0,2.0,1.0,1.0,Bon état,2.0,3
Appartements Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Appartement a vendre Californie,1100000.0,"['86 m²', '2 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '3ème étage']",7,86.0,2.0,2.0,2.0,Bon état,3.0,7
Appartements Casablanca,Belvédère à Casablanca,33.56170473792227,-7.630379283521052,Vend appartement à Casablanca. Surface de 85m². Conciergerie à disposition,750000.0,"['85 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '5ème étage']",7,85.0,3.0,2.0,1.0,Bon état,5.0,15
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.598304662993705,-7.644252777099609,Bourgogne vente studio terrasse 92 m²,1050000.0,"['92 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état']",5,92.0,2.0,1.0,1.0,Bon état,3.0,15
Appartements Casablanca,Casablanca Finance City à Casablanca,33.56170473792227,-7.630379283521052,"Appartement F4 en vente 119m², NEXT HOUSE CASA ANFA",2191500.0,"['119 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau']",5,119.0,4.0,3.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Roches Noires à Casablanca,33.59907140752743,-7.587089538574219,Appartement en vente à Roches Noires. Surface de 86 m². Système de parabole et résidence sécurisée,900000.0,"['86 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '2ème étage']",7,86.0,3.0,2.0,2.0,Bon état,2.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa moderne,15500000.0,"['800 m²', '4 Chambres', '3 Salles de bains']",4,800.0,4.682934712346477,4.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Port à Casablanca,33.56170473792227,-7.630379283521052,Villa neuve anfa superieur,39000000.0,"['800 m²', '3 Chambres', '3 Salles de bains']",4,800.0,4.682934712346477,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Belle adresse avec terrasse,2550000.0,"['142 m²', '3 Pièces', '2 Chambres', '2 Salles de bains']",4,142.0,3.0,2.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.56170473792227,-7.630379283521052,Exceptionnel,19500000.0,"['1171 m²', '4 Chambres']",4,1171.0,4.682934712346477,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Port à Casablanca,33.56170473792227,-7.630379283521052,Exclusivite coeur du cil unique,4700000.0,"['190 m²', '3 Chambres', '2 Salles de bains']",4,190.0,4.682934712346477,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,CIL (Hay Salam) à Casablanca,33.57243690885356,-7.657556533813477,Comme une villa suspendue,9000000.0,"['421 m²', '4 Chambres', '3 Salles de bains']",4,421.0,4.682934712346477,4.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.57243690885356,-7.657556533813477,Comme une villa suspendue,9000000.0,"['421 m²', '4 Chambres', '3 Salles de bains']",4,421.0,4.682934712346477,4.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Port à Casablanca,33.592815720497164,-7.61277437210083,Villa moderne triple facade,12000000.0,"['439 m²', '4 Chambres', '2 Salles de bains']",4,439.0,4.682934712346477,4.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Superbe villa piscine,7200000.0,"['550 m²', '4 Chambres', '3 Salles de bains']",4,550.0,4.682934712346477,4.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.56170473792227,-7.630379283521052,Appartement 126 m2 hyper contemporain à Racine,2600000.0,"['126 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']",7,126.0,4.0,2.0,2.0,Bon état,3.0,15
Appartements Casablanca,Maârif à Casablanca,33.58602331802259,-7.636442184448242,Appartement 2ch 193 m2 dernier étage en résidence Haut standing quartier les princesses,2500000.0,"['193 m²', '5 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '5ème étage']",7,193.0,5.0,2.0,2.0,Bon état,5.0,7
Appartements Casablanca,Racine à Casablanca,33.56170473792227,-7.630379283521052,Appartement moderne 1ch avec 2 terrasses à Racine,1550000.0,"['83 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '1-5 ans', '5ème étage']",7,83.0,2.0,1.0,1.0,Bon état,5.0,3
Appartements Casablanca,Maârif à Casablanca,33.58602331802259,-7.636442184448242,Appartement 80 m2 1CH avec terrasse au Maarif,1200000.0,"['80 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '5-10 ans', '3ème étage']",7,80.0,2.0,1.0,1.0,Bon état,3.0,7
Appartements Casablanca,Les Hôpitaux à Casablanca,33.56170473792227,-7.630379283521052,Appartement 72 m2 avec terrasse et vue degagée,1180000.0,"['72 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '5-10 ans', '7ème étage']",7,72.0,2.0,1.0,1.0,Bon état,7.0,7
Appartements Casablanca,Les Hôpitaux à Casablanca,33.56170473792227,-7.630379283521052,Splendide appartement HS avec terrasse sur 2 Mars,1460000.0,"['124 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '4ème étage']",7,124.0,3.0,2.0,2.0,Bon état,4.0,7
Appartements Casablanca,Palmier à Casablanca,33.56170473792227,-7.630379283521052,Bel appartement à vendre à palmiers,3000000.0,"['205 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans']",6,205.0,4.0,3.0,2.0,Bon état,3.0,15
Appartements Casablanca,Belvédère à Casablanca,33.5895625839363,-7.59678840637207,Spacieux appartement a vendre a belvedere,800000.0,"['96 m²', '2 Pièces', '1 Chambre', '2 Salles de bains', 'Bon état', '7ème étage']",6,96.0,2.0,1.0,2.0,Bon état,7.0,15
Maisons Casablanca,Aïn Sebaâ à Casablanca,33.56170473792227,-7.630379283521052,Maison à acheter à Aïn Sebaâ. 4 belles chambres. Places de parking et terrasse,4558824.761494253,"['210 m²', '4 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état']",5,210.0,4.0,4.0,4.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Superbe Villa 1700m Luxe A Californie,39000000.0,"['1700 m²', '9 Pièces', '6 Chambres', '6 Salles de bains', 'Bon état']",5,1700.0,9.0,6.0,6.0,Bon état,3.0,15
Appartements Casablanca,Riviera à Casablanca,33.56163776372238,-7.64124870300293,Studios Neuf 40m 61m Luxe A Riviera,880000.0,"['40 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau', ""Moins d'un an""]",6,40.0,2.0,1.0,1.0,Nouveau,3.0,0
Appartements Casablanca,Derb Moulay Cherif à Casablanca,33.56170473792227,-7.630379283521052,Appartement à vendre à hay Mohamadi,380000.0,"['55 m²', '2 Pièces', '2 Chambres', '1 Salle de bain', 'Nouveau', '5-10 ans', '4ème étage']",7,55.0,2.0,2.0,1.0,Nouveau,4.0,7
